83667,59.65787896,1,1,0,59.65787896,1,1,0,59.65787896,1,1,0
83672,59.66129683,1,1,0,59.66129683,1,1,0,59.66129683,1,1,0
83677,59.66463326,1,1,0,59.66463326,1,1,0,59.66463326,1,1,0
83682,59.6679822,1,1,0,59.6679822,1,1,0,59.6679822,1,1,0
83687,59.67140189,1,1,0,59.67140189,1,1,0,59.67140189,1,1,0
83692,59.67469768,1,1,0,59.67469768,1,1,0,59.67469768,1,1,0
83697,59.67803956,1,1,0,59.67803956,1,1,0,59.67803956,1,1,0
83702,59.68133926,1,1,0,59.68133926,1,1,0,59.68133926,1,1,0
83707,59.68467353,1,1,0,59.68467353,1,1,0,59.68467353,1,1,0
83712,59.68799279,1,1,0,59.68799279,1,1,0,59.68799279,1,1,0
83717,59.69138314,1,1,0,59.69138314,1,1,0,59.69138314,1,1,0
83722,59.69467858,1,1,0,59.69467858,1,1,0,59.69467858,1,1,0
83727,59.69798338,1,1,0,59.69798338,1,1,0,59.69798338,1,1,0
83732,59.7012337,1,1,0,59.7012337,1,1,0,59.7012337,1,1,0
83737,59.70460003,1,1,0,59.70460003,1,1,0,59.70460003,1,1,0
83742,59.70833924,1,1,0,59.70833924,1,1,0,59.70833924,1,1,0
83747,59.71162407,1,1,0,59.71162407,1,1,0,59.71162407,1,1,0
83752,59.72643147,1,1,0,59.72643147,1,1,0,59.72643147,1,1,0
83757,59.72976686,1,1,0,59.72976686,1,1,0,59.72976686,1,1,0
83762,59.73305678,1,1,0,59.73305678,1,1,0,59.73305678,1,1,0
83767,59.73640237,1,1,0,59.73640237,1,1,0,59.73640237,1,1,0
83772,59.73973608,1,1,0,59.73973608,1,1,0,59.73973608,1,1,0
83777,59.74307119,1,1,0,59.74307119,1,1,0,59.74307119,1,1,0
83782,59.74637061,1,1,0,59.74637061,1,1,0,59.74637061,1,1,0
83787,59.7496893,1,1,0,59.7496893,1,1,0,59.7496893,1,1,0
83792,59.75298614,1,1,0,59.75298614,1,1,0,59.75298614,1,1,0
83797,59.7562651,1,1,0,59.7562651,1,1,0,59.7562651,1,1,0
83802,59.75960216,1,1,0,59.75960216,1,1,0,59.75960216,1,1,0
83807,59.76288321,1,1,0,59.76288321,1,1,0,59.76288321,1,1,0
83812,59.76620219,1,1,0,59.76620219,1,1,0,59.76620219,1,1,0
83817,59.7694882,1,1,0,59.7694882,1,1,0,59.7694882,1,1,0
83822,59.77275787,1,1,0,59.77275787,1,1,0,59.77275787,1,1,0
83827,59.77608795,1,1,0,59.77608795,1,1,0,59.77608795,1,1,0
83832,59.77939253,1,1,0,59.77939253,1,1,0,59.77939253,1,1,0
83837,59.78273093,1,1,0,59.78273093,1,1,0,59.78273093,1,1,0
83842,59.78604774,1,1,0,59.78604774,1,1,0,59.78604774,1,1,0
83847,59.78934122,1,1,0,59.78934122,1,1,0,59.78934122,1,1,0
83852,59.79264658,1,1,0,59.79264658,1,1,0,59.79264658,1,1,0
83857,59.79611418,1,1,0,59.79611418,1,1,0,59.79611418,1,1,0
83862,59.79956676,1,1,0,59.79956676,1,1,0,59.79956676,1,1,0
83867,59.80292527,1,1,0,59.80292527,1,1,0,59.80292527,1,1,0
83872,59.80626945,1,1,0,59.80626945,1,1,0,59.80626945,1,1,0
83877,59.80959143,1,1,0,59.80959143,1,1,0,59.80959143,1,1,0
83882,59.81294379,1,1,0,59.81294379,1,1,0,59.81294379,1,1,0
83887,59.81624349,1,1,0,59.81624349,1,1,0,59.81624349,1,1,0
83892,59.8195052,1,1,0,59.8195052,1,1,0,59.8195052,1,1,0
83897,59.82274909,1,1,0,59.82274909,1,1,0,59.82274909,1,1,0
